,loan_amnt,grade,issue_d,purpose,last_pymnt_d
3863,35000,C,Dec-18,debt_consolidation,Feb-19
3864,12000,C,Dec-18,home_improvement,Feb-19
3865,20000,B,Dec-18,credit_card,Feb-19
3866,9200,E,Dec-18,home_improvement,Feb-19
3867,15000,A,Dec-18,credit_card,Feb-19
3868,5000,C,Dec-18,other,Feb-19
3869,3000,E,Dec-18,home_improvement,Feb-19
3870,10000,A,Dec-18,credit_card,Feb-19
3871,15000,B,Dec-18,credit_card,Feb-19
3872,16000,A,Dec-18,debt_consolidation,Feb-19
3873,10000,A,Dec-18,credit_card,Feb-19
3874,16000,C,Dec-18,debt_consolidation,Feb-19
3875,26400,B,Dec-18,debt_consolidation,Feb-19
3876,9500,A,Dec-18,debt_consolidation,Feb-19
3877,4000,C,Dec-18,other,Feb-19
3878,3000,B,Dec-18,vacation,Feb-19
3879,20000,A,Dec-18,credit_card,Feb-19
3880,10000,C,Dec-18,debt_consolidation,Feb-19
3881,30600,D,Dec-18,debt_consolidation,Feb-19
3882,16000,C,Dec-18,debt_consolidation,Feb-19
3883,20000,C,Dec-18,debt_consolidation,Feb-19
3884,20000,A,Dec-18,debt_consolidation,Feb-19
3885,7000,E,Dec-18,debt_consolidation,Feb-19
3886,18500,B,Dec-18,credit_card,Feb-19
3887,30000,D,Dec-18,debt_consolidation,Feb-19
3888,30000,A,Dec-18,debt_consolidation,Feb-19
3889,30000,D,Dec-18,debt_consolidation,Feb-19
3890,28000,A,Dec-18,credit_card,Feb-19
3891,10000,B,Dec-18,debt_consolidation,Jan-19
3892,16000,B,Dec-18,credit_card,Feb-19
3893,30000,A,Dec-18,credit_card,Feb-19
3894,21000,B,Dec-18,debt_consolidation,Feb-19
3895,21000,B,Dec-18,debt_consolidation,Feb-19
3896,10000,D,Dec-18,credit_card,Feb-19
3897,4000,C,Dec-18,credit_card,Feb-19
3898,5000,B,Dec-18,credit_card,Feb-19
3899,6000,B,Dec-18,debt_consolidation,Feb-19
3900,30000,D,Dec-18,debt_consolidation,Feb-19
3901,3600,C,Dec-18,other,Feb-19
3902,6000,A,Dec-18,debt_consolidation,Feb-19
3903,25000,C,Dec-18,debt_consolidation,Feb-19
3904,18000,B,Dec-18,debt_consolidation,Feb-19
3905,12000,C,Dec-18,debt_consolidation,Feb-19
3906,10000,A,Dec-18,credit_card,Feb-19
3907,11000,C,Dec-18,credit_card,Feb-19
3908,12000,B,Dec-18,debt_consolidation,Feb-19
3909,12000,A,Dec-18,credit_card,Feb-19
3910,10000,A,Dec-18,credit_card,Feb-19
3911,35000,B,Dec-18,debt_consolidation,Feb-19
3912,4000,C,Dec-18,home_improvement,Feb-19
3913,15000,D,Dec-18,home_improvement,Feb-19
3914,24000,C,Dec-18,debt_consolidation,Feb-19
3915,5000,A,Dec-18,credit_card,Feb-19
3916,10000,A,Dec-18,debt_consolidation,Feb-19
3917,16000,B,Dec-18,debt_consolidation,Feb-19
3918,30000,A,Dec-18,debt_consolidation,Feb-19
3919,10000,C,Dec-18,debt_consolidation,Feb-19
3920,11000,A,Dec-18,credit_card,Feb-19
3921,32000,B,Dec-18,car,Feb-19
3922,25000,B,Dec-18,debt_consolidation,Feb-19
3923,30000,C,Dec-18,debt_consolidation,Feb-19
3924,30000,A,Dec-18,debt_consolidation,Feb-19
3925,23325,A,Dec-18,debt_consolidation,Feb-19
3926,20000,A,Dec-18,credit_card,Feb-19
3927,3000,A,Dec-18,debt_consolidation,Feb-19
3928,10000,C,Dec-18,vacation,Feb-19
3929,15000,B,Dec-18,vacation,Feb-19
3930,38000,A,Dec-18,debt_consolidation,Feb-19
3931,27200,C,Dec-18,debt_consolidation,Feb-19
3932,3800,A,Dec-18,medical,Feb-19
3933,16000,A,Dec-18,credit_card,Feb-19
3934,6000,A,Dec-18,medical,Feb-19
3935,1000,A,Dec-18,vacation,Feb-19
3936,10000,B,Dec-18,debt_consolidation,Feb-19
3937,12000,C,Dec-18,debt_consolidation,Jan-19
3938,30000,B,Dec-18,debt_consolidation,Jan-19
3939,36000,B,Dec-18,debt_consolidation,Feb-19
3940,20000,A,Dec-18,credit_card,Feb-19
3941,10000,C,Dec-18,debt_consolidation,Feb-19
3942,40000,A,Dec-18,debt_consolidation,Feb-19
3943,20000,A,Dec-18,debt_consolidation,Feb-19
3944,36050,B,Dec-18,credit_card,Feb-19
3945,4200,A,Dec-18,credit_card,Feb-19
3946,36000,B,Dec-18,debt_consolidation,Feb-19
3947,16500,A,Dec-18,credit_card,Feb-19
3948,24000,A,Dec-18,debt_consolidation,Feb-19
3949,20000,A,Dec-18,debt_consolidation,Feb-19
3950,6025,D,Dec-18,debt_consolidation,Feb-19
3951,10400,B,Dec-18,credit_card,Feb-19
3952,36500,B,Dec-18,debt_consolidation,Jan-19
3953,10000,C,Dec-18,house,Feb-19
3954,13000,A,Dec-18,credit_card,Feb-19
3955,16075,C,Dec-18,debt_consolidation,Feb-19
3956,11500,B,Dec-18,debt_consolidation,Feb-19
3957,2500,C,Dec-18,home_improvement,Feb-19
3958,25825,E,Dec-18,debt_consolidation,Feb-19
3959,11000,B,Dec-18,credit_card,Feb-19
3960,5000,A,Dec-18,other,Feb-19
3961,20000,B,Dec-18,debt_consolidation,Feb-19
3962,10000,B,Dec-18,credit_card,Feb-19
3963,9700,B,Dec-18,debt_consolidation,Feb-19
3964,11000,B,Dec-18,debt_consolidation,Feb-19
3965,35000,A,Dec-18,credit_card,Feb-19
3966,6000,B,Dec-18,credit_card,Feb-19
3967,15000,A,Dec-18,credit_card,Feb-19
3968,3600,B,Dec-18,credit_card,Feb-19
3969,12700,C,Dec-18,credit_card,Feb-19
3970,20000,D,Dec-18,debt_consolidation,Feb-19
3971,8000,B,Dec-18,credit_card,Feb-19
3972,18000,D,Dec-18,debt_consolidation,Feb-19
3973,14000,D,Dec-18,debt_consolidation,Feb-19
3974,13500,C,Dec-18,debt_consolidation,Feb-19
3975,2500,C,Dec-18,other,Feb-19
3976,4000,D,Dec-18,debt_consolidation,Feb-19
3977,10000,B,Dec-18,home_improvement,Feb-19
3978,21000,C,Dec-18,debt_consolidation,Feb-19
3979,16000,C,Dec-18,debt_consolidation,Feb-19
3980,20000,A,Dec-18,credit_card,Feb-19
3981,10000,A,Dec-18,debt_consolidation,Feb-19
3982,35000,A,Dec-18,debt_consolidation,Feb-19
3983,13000,D,Dec-18,home_improvement,Feb-19
3984,12000,C,Dec-18,debt_consolidation,Feb-19
3985,16800,A,Dec-18,debt_consolidation,Feb-19
3986,20000,A,Dec-18,credit_card,Feb-19
3987,6000,A,Dec-18,debt_consolidation,Feb-19
3988,10000,D,Dec-18,debt_consolidation,Feb-19
3989,10000,B,Dec-18,credit_card,Feb-19
3990,9000,A,Dec-18,credit_card,Feb-19
3991,6000,D,Dec-18,debt_consolidation,Feb-19
3992,13800,E,Dec-18,debt_consolidation,Jan-19
3993,12500,B,Dec-18,credit_card,Feb-19
3994,30000,E,Dec-18,debt_consolidation,Feb-19
3995,20000,A,Dec-18,debt_consolidation,Feb-19
3996,14000,B,Dec-18,debt_consolidation,Feb-19
3997,15000,D,Dec-18,home_improvement,Feb-19
3998,6000,A,Dec-18,home_improvement,Feb-19
3999,35000,B,Dec-18,debt_consolidation,Feb-19
4000,10000,D,Dec-18,credit_card,Feb-19
4001,10000,C,Dec-18,other,Feb-19
4002,23500,B,Dec-18,credit_card,Feb-19
4003,8000,C,Dec-18,debt_consolidation,Feb-19
4004,15500,B,Dec-18,debt_consolidation,Feb-19
4005,40000,A,Dec-18,home_improvement,Feb-19
4006,27000,A,Dec-18,credit_card,Feb-19
4007,25000,B,Dec-18,debt_consolidation,Feb-19
4008,25000,D,Dec-18,home_improvement,Feb-19
4009,10000,D,Dec-18,debt_consolidation,Feb-19
4010,15000,A,Dec-18,debt_consolidation,Feb-19
4011,35000,C,Dec-18,debt_consolidation,Feb-19
4012,12000,A,Dec-18,credit_card,Feb-19
4013,6400,B,Dec-18,credit_card,Feb-19
4014,16000,A,Dec-18,credit_card,Feb-19
4015,30000,A,Dec-18,credit_card,Feb-19
4016,35000,A,Dec-18,credit_card,Feb-19
4017,8000,D,Dec-18,credit_card,Feb-19
4018,18000,A,Dec-18,credit_card,Feb-19
4019,5000,E,Dec-18,credit_card,Feb-19
4020,10000,C,Dec-18,other,Feb-19
4021,8000,D,Dec-18,credit_card,Feb-19
4022,3525,E,Dec-18,debt_consolidation,
4023,4000,B,Dec-18,credit_card,Feb-19
4024,21200,A,Dec-18,credit_card,Feb-19
4025,20000,A,Dec-18,credit_card,Feb-19
4026,10000,B,Dec-18,debt_consolidation,Feb-19
4027,20000,B,Dec-18,credit_card,Feb-19
4028,1600,C,Dec-18,credit_card,Feb-19
4029,5000,A,Dec-18,car,Feb-19
4030,10000,B,Dec-18,home_improvement,Jan-19
4031,20175,C,Dec-18,debt_consolidation,Feb-19
4032,11600,B,Dec-18,debt_consolidation,Feb-19
4033,28000,B,Dec-18,debt_consolidation,Feb-19
4034,20000,D,Dec-18,credit_card,Feb-19
4035,10000,C,Dec-18,debt_consolidation,Feb-19
4036,20000,A,Dec-18,debt_consolidation,Feb-19
4037,20000,D,Dec-18,debt_consolidation,Feb-19
4038,25000,C,Dec-18,debt_consolidation,Feb-19
4039,14350,C,Dec-18,debt_consolidation,Feb-19
4040,1600,E,Dec-18,other,Jan-19
4041,23200,C,Dec-18,debt_consolidation,Feb-19
4042,5000,B,Dec-18,vacation,Feb-19
4043,40000,B,Dec-18,home_improvement,Feb-19
4044,1000,E,Dec-18,other,Feb-19
4045,30000,D,Dec-18,debt_consolidation,Feb-19
4046,1500,E,Dec-18,vacation,Feb-19
4047,1500,B,Dec-18,major_purchase,Feb-19
4048,13000,A,Dec-18,credit_card,Feb-19
4049,17000,B,Dec-18,debt_consolidation,Feb-19
4050,40000,C,Dec-18,debt_consolidation,Feb-19
4051,25000,B,Dec-18,debt_consolidation,Feb-19
4052,13000,A,Dec-18,credit_card,Feb-19
4053,8000,A,Dec-18,debt_consolidation,Feb-19
4054,6000,D,Dec-18,debt_consolidation,Feb-19
4055,6025,D,Dec-18,debt_consolidation,Feb-19
4056,15000,B,Dec-18,credit_card,Feb-19
4057,30650,B,Dec-18,debt_consolidation,Feb-19
4058,8000,A,Dec-18,debt_consolidation,Feb-19
4059,22000,B,Dec-18,credit_card,Feb-19
4060,4000,A,Dec-18,medical,Feb-19
4061,40000,B,Dec-18,credit_card,Feb-19
4062,12000,E,Dec-18,debt_consolidation,Feb-19
4063,40000,C,Dec-18,debt_consolidation,Feb-19
4064,27500,A,Dec-18,home_improvement,Feb-19
4065,2000,A,Dec-18,medical,Feb-19
4066,9600,A,Dec-18,debt_consolidation,Feb-19
4067,9300,D,Dec-18,debt_consolidation,Feb-19
4068,17000,B,Dec-18,credit_card,Feb-19
4069,17500,C,Dec-18,credit_card,Feb-19
4070,4000,C,Dec-18,credit_card,Feb-19
4071,7500,B,Dec-18,debt_consolidation,Feb-19
4072,5000,C,Dec-18,other,Jan-19
4073,6400,C,Dec-18,home_improvement,Feb-19
4074,14000,D,Dec-18,other,Feb-19
4075,20000,A,Dec-18,credit_card,Feb-19
4076,25000,C,Dec-18,debt_consolidation,Feb-19
4077,17400,C,Dec-18,house,Feb-19
4078,9000,A,Dec-18,debt_consolidation,Feb-19
4079,3025,D,Dec-18,debt_consolidation,Feb-19
4080,5000,B,Dec-18,home_improvement,Feb-19
4081,15000,A,Dec-18,debt_consolidation,Feb-19
4082,5475,D,Dec-18,credit_card,Feb-19
4083,15000,C,Dec-18,debt_consolidation,Feb-19
4084,15000,B,Dec-18,debt_consolidation,Feb-19
4085,6000,A,Dec-18,credit_card,Feb-19
4086,14400,B,Dec-18,other,Feb-19
4087,12000,E,Dec-18,debt_consolidation,Feb-19
4088,20000,A,Dec-18,debt_consolidation,Feb-19
4089,3000,B,Dec-18,debt_consolidation,Feb-19
4090,6500,A,Dec-18,credit_card,Feb-19
4091,8000,B,Dec-18,debt_consolidation,Feb-19
4092,36500,A,Dec-18,debt_consolidation,Feb-19
4093,20000,C,Dec-18,debt_consolidation,Feb-19
4094,24800,A,Dec-18,debt_consolidation,Feb-19
4095,11000,B,Dec-18,debt_consolidation,Feb-19
4096,35000,D,Dec-18,debt_consolidation,Feb-19
4097,22000,A,Dec-18,credit_card,Feb-19
4098,10000,A,Dec-18,debt_consolidation,Feb-19
4099,8000,C,Dec-18,credit_card,Feb-19
4100,11000,B,Dec-18,debt_consolidation,Feb-19
4101,25000,B,Dec-18,credit_card,Feb-19
4102,40000,D,Dec-18,debt_consolidation,Feb-19
4103,18000,B,Dec-18,credit_card,Feb-19
4104,4000,D,Dec-18,debt_consolidation,Feb-19
4105,6400,A,Dec-18,home_improvement,Feb-19
4106,7500,B,Dec-18,debt_consolidation,Jan-19
4107,10000,A,Dec-18,credit_card,Feb-19
4108,7500,A,Dec-18,debt_consolidation,Feb-19
4109,7000,C,Dec-18,debt_consolidation,Feb-19
4110,25000,B,Dec-18,debt_consolidation,Feb-19
4111,25000,C,Dec-18,credit_card,Feb-19
4112,5000,D,Dec-18,debt_consolidation,Feb-19
4113,20000,C,Dec-18,debt_consolidation,Feb-19
4114,40000,A,Dec-18,debt_consolidation,Jan-19
4115,10000,A,Dec-18,debt_consolidation,Feb-19
4116,4800,C,Dec-18,other,Feb-19
4117,8000,C,Dec-18,debt_consolidation,Feb-19
4118,12000,B,Dec-18,debt_consolidation,Feb-19
4119,10000,A,Dec-18,debt_consolidation,Feb-19
4120,29300,A,Dec-18,home_improvement,Feb-19
4121,15000,A,Dec-18,debt_consolidation,Feb-19
4122,9000,A,Dec-18,credit_card,Feb-19
4123,12000,A,Dec-18,debt_consolidation,Feb-19
4124,13500,A,Dec-18,credit_card,Feb-19
4125,6400,E,Dec-18,debt_consolidation,Feb-19
4126,36000,B,Dec-18,debt_consolidation,Feb-19
4127,12000,B,Dec-18,debt_consolidation,Feb-19
4128,15000,A,Dec-18,debt_consolidation,Feb-19
4129,11200,D,Dec-18,debt_consolidation,Feb-19
4130,10000,D,Dec-18,credit_card,Feb-19
4131,7650,B,Dec-18,credit_card,Feb-19
4132,16500,B,Dec-18,debt_consolidation,Feb-19
4133,12800,B,Dec-18,debt_consolidation,Feb-19
4134,15000,C,Dec-18,credit_card,Jan-19
4135,9500,B,Dec-18,debt_consolidation,Feb-19
4136,18000,A,Dec-18,credit_card,Feb-19
4137,20000,A,Dec-18,debt_consolidation,Jan-19
4138,19000,E,Dec-18,credit_card,Feb-19
4139,32000,B,Dec-18,debt_consolidation,Feb-19
4140,22000,A,Dec-18,debt_consolidation,Feb-19
4141,2000,B,Dec-18,home_improvement,Feb-19
4142,20000,C,Dec-18,debt_consolidation,Feb-19
4143,16000,A,Dec-18,debt_consolidation,Feb-19
4144,12000,B,Dec-18,credit_card,Feb-19
4145,7500,A,Dec-18,debt_consolidation,Feb-19
4146,39200,B,Dec-18,credit_card,Feb-19
4147,7200,D,Dec-18,debt_consolidation,Feb-19
4148,25000,A,Dec-18,debt_consolidation,Feb-19
4149,10000,A,Dec-18,credit_card,Feb-19
4150,11000,A,Dec-18,credit_card,Feb-19
4151,9500,B,Dec-18,major_purchase,Feb-19
4152,10000,D,Dec-18,debt_consolidation,Feb-19
4153,25000,B,Dec-18,debt_consolidation,Feb-19
4154,30000,D,Dec-18,other,Feb-19
4155,20000,C,Dec-18,debt_consolidation,Feb-19
4156,10000,A,Dec-18,credit_card,Feb-19
4157,9500,B,Dec-18,debt_consolidation,Feb-19
4158,2075,A,Dec-18,credit_card,Feb-19
4159,11200,C,Dec-18,other,Feb-19
4160,5600,A,Dec-18,credit_card,Feb-19
4161,15000,E,Dec-18,car,Feb-19
4162,3000,E,Dec-18,vacation,Feb-19
4163,6000,A,Dec-18,debt_consolidation,Feb-19
4164,20000,A,Dec-18,debt_consolidation,Feb-19
4165,7500,B,Dec-18,other,Feb-19
4166,5000,C,Dec-18,debt_consolidation,Feb-19
4167,9000,A,Dec-18,debt_consolidation,Feb-19
4168,8000,B,Dec-18,debt_consolidation,Feb-19
4169,14000,A,Dec-18,credit_card,Feb-19
4170,30000,C,Dec-18,medical,Feb-19
4171,40000,B,Dec-18,debt_consolidation,Feb-19
4172,5000,A,Dec-18,debt_consolidation,Feb-19
4173,8000,B,Dec-18,credit_card,Feb-19
4174,8000,A,Dec-18,home_improvement,Feb-19
4175,3600,A,Dec-18,debt_consolidation,Feb-19
4176,20000,C,Dec-18,debt_consolidation,Feb-19
4177,8000,B,Dec-18,home_improvement,Feb-19
4178,33000,A,Dec-18,debt_consolidation,Feb-19
4179,12500,B,Dec-18,debt_consolidation,Feb-19
4180,27000,B,Dec-18,credit_card,Feb-19
4181,15000,B,Dec-18,credit_card,Feb-19
4182,30000,A,Dec-18,debt_consolidation,Feb-19
4183,7500,B,Dec-18,home_improvement,Feb-19
4184,12000,E,Dec-18,debt_consolidation,Feb-19
4185,10000,B,Dec-18,debt_consolidation,Feb-19
4186,12500,C,Dec-18,credit_card,Feb-19
4187,1400,B,Dec-18,home_improvement,Feb-19
4188,6000,B,Dec-18,vacation,Feb-19
4189,23050,B,Dec-18,moving,Feb-19
4190,10000,A,Dec-18,credit_card,Feb-19
4191,8000,E,Dec-18,debt_consolidation,Feb-19
4192,12000,B,Dec-18,credit_card,Feb-19
4193,17000,A,Dec-18,debt_consolidation,Feb-19
4194,7000,A,Dec-18,home_improvement,Feb-19
4195,11000,C,Dec-18,debt_consolidation,Jan-19
4196,14000,B,Dec-18,debt_consolidation,Feb-19
4197,12000,B,Dec-18,credit_card,Feb-19
4198,10000,A,Dec-18,debt_consolidation,Feb-19
4199,16000,A,Dec-18,credit_card,Feb-19
4200,6000,A,Dec-18,home_improvement,Feb-19
4201,30000,B,Dec-18,credit_card,Feb-19
4202,25000,B,Dec-18,debt_consolidation,Feb-19
4203,22500,B,Dec-18,credit_card,Feb-19
4204,10000,A,Dec-18,other,Feb-19
4205,6500,A,Dec-18,home_improvement,Feb-19
4206,24000,A,Dec-18,debt_consolidation,Feb-19
4207,24400,C,Dec-18,debt_consolidation,Feb-19
4208,28000,B,Dec-18,debt_consolidation,Feb-19
4209,12600,B,Dec-18,debt_consolidation,Feb-19
4210,13000,A,Dec-18,debt_consolidation,Feb-19
4211,6000,B,Dec-18,credit_card,Feb-19
4212,10000,B,Dec-18,debt_consolidation,Feb-19
4213,23200,E,Dec-18,debt_consolidation,Feb-19
4214,6000,C,Dec-18,debt_consolidation,Jan-19
4215,5000,A,Dec-18,debt_consolidation,Feb-19
4216,22000,A,Dec-18,debt_consolidation,Feb-19
4217,40000,D,Dec-18,home_improvement,Feb-19
4218,5000,D,Dec-18,home_improvement,Feb-19
4219,8000,A,Dec-18,credit_card,Feb-19
4220,24350,D,Dec-18,debt_consolidation,Feb-19
4221,40000,A,Dec-18,debt_consolidation,Feb-19
4222,11000,A,Dec-18,credit_card,Feb-19
4223,16000,A,Dec-18,credit_card,Feb-19
4224,32275,C,Dec-18,debt_consolidation,Feb-19
4225,20000,B,Dec-18,debt_consolidation,Feb-19
4226,7000,B,Dec-18,debt_consolidation,Feb-19
4227,30000,D,Dec-18,debt_consolidation,Feb-19
4228,35000,C,Dec-18,debt_consolidation,Feb-19
4229,30000,D,Dec-18,credit_card,Feb-19
4230,32000,D,Dec-18,home_improvement,Feb-19
4231,30000,A,Dec-18,credit_card,Feb-19
4232,5000,B,Dec-18,debt_consolidation,Feb-19
4233,35000,C,Dec-18,major_purchase,Feb-19
4234,10000,B,Dec-18,debt_consolidation,Feb-19
4235,20000,C,Dec-18,debt_consolidation,Feb-19
4236,7000,B,Dec-18,debt_consolidation,Feb-19
4237,5100,B,Dec-18,credit_card,Feb-19
4238,18000,A,Dec-18,debt_consolidation,Feb-19
4239,4000,B,Dec-18,credit_card,Feb-19
4240,19750,E,Dec-18,debt_consolidation,Feb-19
4241,14000,D,Dec-18,debt_consolidation,Feb-19
4242,18000,C,Dec-18,home_improvement,Feb-19
4243,10000,A,Dec-18,debt_consolidation,Feb-19
4244,3000,D,Dec-18,other,Feb-19
4245,30000,B,Dec-18,debt_consolidation,Feb-19
4246,28000,B,Dec-18,credit_card,Feb-19
4247,7000,B,Dec-18,vacation,Feb-19
4248,18000,A,Dec-18,debt_consolidation,Feb-19
4249,12000,B,Dec-18,credit_card,Feb-19
4250,6000,A,Dec-18,credit_card,Feb-19
4251,5750,A,Dec-18,debt_consolidation,Feb-19
4252,15000,B,Dec-18,credit_card,Feb-19
4253,9900,A,Dec-18,credit_card,Feb-19
4254,32500,A,Dec-18,credit_card,Feb-19
4255,23000,C,Dec-18,debt_consolidation,Feb-19
4256,15000,B,Dec-18,debt_consolidation,Feb-19
4257,15000,B,Dec-18,credit_card,Feb-19
4258,35000,A,Dec-18,debt_consolidation,Jan-19
4259,10000,A,Dec-18,credit_card,Feb-19
4260,10000,B,Dec-18,credit_card,Feb-19
4261,23000,A,Dec-18,credit_card,Feb-19
4262,25000,B,Dec-18,debt_consolidation,Feb-19
4263,35000,C,Dec-18,debt_consolidation,Feb-19
4264,40000,A,Dec-18,credit_card,Jan-19
4265,15000,A,Dec-18,credit_card,Feb-19
4266,1500,E,Dec-18,major_purchase,Feb-19
4267,5500,A,Dec-18,credit_card,Feb-19
4268,15900,E,Dec-18,debt_consolidation,Feb-19
4269,15000,C,Dec-18,debt_consolidation,Feb-19
4270,25000,A,Dec-18,debt_consolidation,Feb-19
4271,24000,C,Dec-18,credit_card,Feb-19
4272,15000,B,Dec-18,debt_consolidation,Feb-19
4273,4800,B,Dec-18,credit_card,Feb-19
4274,11200,C,Dec-18,debt_consolidation,Feb-19
4275,35000,A,Dec-18,debt_consolidation,Feb-19
4276,30000,D,Dec-18,house,Feb-19
4277,9600,E,Dec-18,debt_consolidation,Feb-19
4278,25500,A,Dec-18,debt_consolidation,Feb-19
4279,3500,B,Dec-18,moving,Feb-19
4280,22500,C,Dec-18,credit_card,Feb-19
4281,5000,B,Dec-18,debt_consolidation,Feb-19
4282,21000,B,Dec-18,debt_consolidation,Feb-19
4283,15000,C,Dec-18,debt_consolidation,Feb-19
4284,13000,C,Dec-18,credit_card,Feb-19
4285,12000,A,Dec-18,debt_consolidation,Feb-19
4286,35975,B,Dec-18,debt_consolidation,Feb-19
4287,19375,D,Dec-18,debt_consolidation,Feb-19
4288,20000,A,Dec-18,credit_card,Feb-19
4289,8000,C,Dec-18,credit_card,Feb-19
4290,9800,A,Dec-18,home_improvement,Feb-19
4291,40000,C,Dec-18,debt_consolidation,Feb-19
4292,20200,E,Dec-18,debt_consolidation,Feb-19
4293,2650,C,Dec-18,car,Feb-19
4294,8000,D,Dec-18,credit_card,Feb-19
4295,1600,A,Dec-18,debt_consolidation,Feb-19
4296,10000,A,Dec-18,credit_card,Feb-19
4297,13000,B,Dec-18,credit_card,Feb-19
4298,10000,A,Dec-18,home_improvement,Feb-19
4299,20000,B,Dec-18,debt_consolidation,Feb-19
4300,10000,A,Dec-18,credit_card,Feb-19
4301,14000,C,Dec-18,home_improvement,Feb-19
4302,6500,B,Dec-18,debt_consolidation,Feb-19
4303,37775,A,Dec-18,debt_consolidation,Feb-19
4304,38000,A,Dec-18,debt_consolidation,Feb-19
4305,25000,B,Dec-18,credit_card,Feb-19
4306,36500,A,Dec-18,credit_card,Feb-19
4307,23000,D,Dec-18,debt_consolidation,Feb-19
4308,6000,B,Dec-18,debt_consolidation,Feb-19
4309,12000,B,Dec-18,debt_consolidation,Feb-19
4310,18000,D,Dec-18,other,Feb-19
4311,5000,A,Dec-18,credit_card,Feb-19
4312,24000,B,Dec-18,debt_consolidation,Feb-19
4313,7000,B,Dec-18,debt_consolidation,Feb-19
4314,12500,A,Dec-18,credit_card,Feb-19
4315,25000,E,Dec-18,debt_consolidation,Feb-19
4316,22000,B,Dec-18,debt_consolidation,Feb-19
4317,32000,B,Dec-18,debt_consolidation,Feb-19
4318,14000,C,Dec-18,debt_consolidation,Feb-19
4319,10000,D,Dec-18,debt_consolidation,Feb-19
4320,5000,B,Dec-18,home_improvement,Feb-19
4321,26825,D,Dec-18,debt_consolidation,Feb-19
4322,10000,B,Dec-18,debt_consolidation,Feb-19
4323,10000,D,Dec-18,debt_consolidation,Feb-19
4324,25000,A,Dec-18,debt_consolidation,Feb-19
4325,21000,C,Dec-18,credit_card,Feb-19
4326,20000,A,Dec-18,debt_consolidation,Feb-19
4327,7000,B,Dec-18,credit_card,Feb-19
4328,20000,A,Dec-18,debt_consolidation,Feb-19
4329,25000,B,Dec-18,credit_card,Feb-19
4330,25000,C,Dec-18,debt_consolidation,Feb-19
4331,25000,B,Dec-18,credit_card,Feb-19
4332,30000,B,Dec-18,debt_consolidation,Feb-19
4333,10000,C,Dec-18,debt_consolidation,Feb-19
4334,13200,B,Dec-18,home_improvement,Feb-19
4335,19200,C,Dec-18,debt_consolidation,Feb-19
4336,15000,B,Dec-18,credit_card,Feb-19
4337,18000,E,Dec-18,debt_consolidation,Feb-19
4338,30000,D,Dec-18,debt_consolidation,Feb-19
4339,22325,B,Dec-18,credit_card,Feb-19
4340,20000,B,Dec-18,debt_consolidation,Feb-19
4341,10000,C,Dec-18,debt_consolidation,Feb-19
4342,20000,C,Dec-18,debt_consolidation,Feb-19
4343,10000,E,Dec-18,debt_consolidation,Feb-19
4344,25000,B,Dec-18,debt_consolidation,Feb-19
4345,10000,B,Dec-18,vacation,Feb-19
4346,15000,A,Dec-18,debt_consolidation,Feb-19
4347,16000,B,Dec-18,debt_consolidation,Feb-19
4348,17000,B,Dec-18,home_improvement,Feb-19
4349,40000,A,Dec-18,debt_consolidation,Feb-19
4350,15000,C,Dec-18,credit_card,Feb-19
4351,6000,A,Dec-18,credit_card,Feb-19
4352,13000,B,Dec-18,debt_consolidation,Feb-19
4353,30000,D,Dec-18,debt_consolidation,Feb-19
4354,15000,C,Dec-18,debt_consolidation,Feb-19
4355,20000,C,Dec-18,credit_card,Feb-19
4356,1000,E,Dec-18,medical,Feb-19
4357,10000,B,Dec-18,debt_consolidation,Feb-19
4358,5000,A,Dec-18,debt_consolidation,Feb-19
4359,10000,B,Dec-18,credit_card,Feb-19
4360,33925,C,Dec-18,debt_consolidation,Feb-19
4361,15000,B,Dec-18,debt_consolidation,Feb-19
4362,25000,C,Dec-18,debt_consolidation,Feb-19
4363,20000,B,Dec-18,debt_consolidation,Feb-19
4364,22000,A,Dec-18,credit_card,Jan-19
4365,13500,A,Dec-18,credit_card,Feb-19
4366,30000,A,Dec-18,credit_card,Feb-19
4367,3600,B,Dec-18,debt_consolidation,Feb-19
4368,25600,D,Dec-18,debt_consolidation,Feb-19
4369,36000,A,Dec-18,debt_consolidation,Feb-19
4370,10450,A,Dec-18,debt_consolidation,Feb-19
4371,15000,B,Dec-18,credit_card,Feb-19
4372,24025,A,Dec-18,medical,Feb-19
4373,10000,C,Dec-18,credit_card,Feb-19
4374,6300,A,Dec-18,debt_consolidation,Feb-19
4375,30000,D,Dec-18,debt_consolidation,Feb-19
4376,8000,B,Dec-18,vacation,Feb-19
4377,7000,B,Dec-18,debt_consolidation,Feb-19
4378,14400,A,Dec-18,debt_consolidation,Feb-19
4379,9000,C,Dec-18,credit_card,Feb-19
4380,3500,A,Dec-18,credit_card,Feb-19
4381,20000,C,Dec-18,debt_consolidation,Feb-19
4382,40000,A,Dec-18,debt_consolidation,Feb-19
4383,15000,B,Dec-18,debt_consolidation,Feb-19
4384,14950,E,Dec-18,credit_card,Feb-19
4385,15000,A,Dec-18,credit_card,Feb-19
4386,32000,B,Dec-18,debt_consolidation,Feb-19
4387,11000,B,Dec-18,credit_card,Feb-19
4388,11200,A,Dec-18,credit_card,Feb-19
4389,20000,A,Dec-18,debt_consolidation,Feb-19
